_id,fullName,brandName,langualCode,langualCodeDescription,allIngredients,netContents,claims,offMarket
['274488'],"['Liposomal Vitamin D3 25 mcg (1,000 IU)']",['California Gold Nutrition'],"['E0159', 'A1302']","['Capsule', 'Vitamin']","[[{'ingredientGroup': 'Vitamin D', 'notes': '1,000 IU', 'name': 'Vitamin D', 'category': 'vitamin'}, {'ingredientGroup': 'Acacia', 'notes': '', 'name': 'Gum Arabic', 'category': 'botanical'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Microcrystalline Cellulose', 'category': 'other'}, {'ingredientGroup': 'lecithin', 'notes': '', 'name': 'Soy Lecithin', 'category': 'fat'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'fiber'}, {'ingredientGroup': 'Titanium Dioxide', 'notes': '', 'name': 'Titanium Dioxide', 'category': 'mineral'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 60, 'display': '60 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'Nutrient ', 'langualCode': 'P0065'}, {'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[1]
['274565'],"['Vitamin D3 50 mcg (2,000 IU)']",['California Gold Nutrition'],"['E0161', 'A1302']","['Softgel Capsule', 'Vitamin']","[[{'ingredientGroup': 'Vitamin D', 'notes': '2,000IU', 'name': 'Vitamin D', 'category': 'vitamin'}, {'ingredientGroup': 'Safflower Oil', 'notes': '', 'name': 'non-GMO Safflower Oil', 'category': 'fat'}, {'ingredientGroup': 'Gelatin', 'notes': '', 'name': 'Fish Gelatin', 'category': 'protein'}, {'ingredientGroup': 'Glycerol', 'notes': '', 'name': 'non-GMO Vegetable Glycerin', 'category': 'other'}, {'ingredientGroup': 'Water', 'notes': '', 'name': 'Water, Purified', 'category': 'other'}]]","[[{'unit': 'Fish Gelatin Softgel(s)', 'quantity': 90, 'display': '90 Fish Gelatin Softgel(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[1]
['275665'],['MEM Food'],['California Gold Nutrition'],"['E0162', 'A1325']","['Powder', 'Other Combinations']","[[{'ingredientGroup': 'Header', 'notes': '', 'name': 'Calories', 'category': 'other'}, {'ingredientGroup': 'Carbohydrate (unspecified)', 'notes': '', 'name': 'Total Carbohydrate', 'category': 'sugar'}, {'ingredientGroup': 'Fiber (unspecified)', 'notes': '', 'name': 'Dietary Fiber', 'category': 'fiber'}, {'ingredientGroup': 'Carbohydrate (unspecified)', 'notes': '', 'name': 'Total Sugars', 'category': 'sugar'}, {'ingredientGroup': 'Serine', 'notes': '', 'name': 'L-Serine', 'category': 'amino acid'}, {'ingredientGroup': 'Hericium mushroom', 'notes': '(Organic)(cultured on organic oats)', 'name': ""Lion's Mane"", 'category': 'botanical'}, {'ingredientGroup': 'Blueberry', 'notes': '', 'name': 'Blueberry, Powder', 'category': 'botanical'}, {'ingredientGroup': 'Blend', 'notes': '', 'name': 'MEM Blend', 'category': 'blend'}, {'ingredientGroup': 'Acetyl L-Carnitine', 'notes': '', 'name': 'Acetyl-L-Carnitine', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Turmeric', 'notes': 'organic', 'name': 'Turmeric extract', 'category': 'botanical'}, {'ingredientGroup': 'Resveratrol', 'notes': '', 'name': 'Trans-Resveratrol', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'maritime Pine', 'notes': '', 'name': 'French Maritime Pine Bark Extract', 'category': 'botanical'}, {'ingredientGroup': 'Pyrroloquinoline Quinone', 'notes': '', 'name': 'Pyrroloquinoline Quinone Disodium Salt', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Guar', 'notes': '', 'name': 'Guar Gum', 'category': 'fiber'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}]]","[[{'unit': 'Ounce(s)', 'quantity': 0.3, 'display': '0.3 Ounce(s)', 'order': 1}, {'unit': 'Gram(s)', 'quantity': 8.5, 'display': '8.5 Gram(s)', 'order': 2}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[0]
['275673'],['S-Acetyl L-Glutathione 100 mg'],['California Gold Nutrition'],"['E0159', 'A1309']","['Capsule', 'Non-Nutrient/Non-Botanical']","[[{'ingredientGroup': 'Acetyl-l-glutathione', 'notes': '', 'name': 'S-Acetyl-L-Glutathione', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Microcrystalline Cellulose', 'category': 'other'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'other'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}, {'ingredientGroup': 'Magnesium', 'notes': '', 'name': 'Magnesium Stearate', 'category': 'mineral'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 120, 'display': '120 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[0]
['299582'],['Benfotiamine 150 mg'],['California Gold Nutrition'],"['E0159', 'A1325']","['Capsule', 'Other Combinations']","[[{'ingredientGroup': 'Benfotiamine', 'notes': '', 'name': 'Benfotiamine', 'category': 'vitamin'}, {'ingredientGroup': 'Leucine', 'notes': '', 'name': 'L-Leucine', 'category': 'amino acid'}, {'ingredientGroup': 'Rice Bran', 'notes': '', 'name': 'Rice Bran Extract', 'category': 'fiber'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'fiber'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 30, 'display': '30 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[0]
['318833'],['Buffered Gold C 750 mg'],['California Gold Nutrition'],"['E0159', 'A1316']","['Capsule', 'Single Vitamin and Mineral']","[[{'ingredientGroup': 'Vitamin C', 'notes': '', 'name': 'Vitamin C', 'category': 'vitamin'}, {'ingredientGroup': 'Sodium', 'notes': '', 'name': 'Sodium', 'category': 'mineral'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'fiber'}, {'ingredientGroup': 'Rice', 'notes': '', 'name': 'Rice Extract Blend', 'category': 'botanical'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 60, 'display': '60 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'Nutrient ', 'langualCode': 'P0065'}, {'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[0]
['273243'],['Choline Silica Complex'],['California Gold Nutrition'],"['E0165', 'A1325']","['Liquid', 'Other Combinations']","[[{'ingredientGroup': 'Choline', 'notes': '', 'name': 'Choline', 'category': 'vitamin'}, {'ingredientGroup': 'L-Carnitine', 'notes': '', 'name': 'L-Carnitine', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silica', 'category': 'mineral'}, {'ingredientGroup': 'Water', 'notes': '', 'name': 'Water, Purified', 'category': 'other'}, {'ingredientGroup': 'Potassium', 'notes': '', 'name': 'Potassium Chloride', 'category': 'mineral'}]]","[[{'unit': 'fl. Oz.', 'quantity': 1, 'display': '1 fl. Oz.', 'order': 1}, {'unit': 'mL', 'quantity': 30, 'display': '30 mL', 'order': 2}]]","[[{'langualCodeDescription': 'Nutrient ', 'langualCode': 'P0065'}, {'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[1]
['274249'],['L-Serine Unflavored'],['California Gold Nutrition'],"['E0162', 'A1305']","['Powder', 'Amino acid/Protein']","[[{'ingredientGroup': 'Serine', 'notes': '', 'name': 'L-Serine', 'category': 'amino acid'}, {'ingredientGroup': 'None', 'notes': '', 'name': 'None', 'category': 'other'}]]","[[{'unit': 'lb(s)', 'quantity': 2.2, 'display': '2.2 lb(s)', 'order': 1}, {'unit': 'KG(s)', 'quantity': 1, 'display': '1 KG(s)', 'order': 2}]]","[[{'langualCodeDescription': 'Nutrient ', 'langualCode': 'P0065'}, {'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[0]
['272986'],['AstaCarotenoid Complex'],['California Gold Nutrition'],"['E0161', 'A1325']","['Softgel Capsule', 'Other Combinations']","[[{'ingredientGroup': 'Vitamin A', 'notes': 'Beta-Carotene (Form: from non-GMO Palm (Alt. Name: EVTene) PlantPart: fruit Genus: Elaeis Species: guineensis) Note: Equivalent to 900 mcg RAE or 3,000 IU Vitamin A [Retinol]', 'name': 'Beta-Carotene', 'category': 'vitamin'}, {'ingredientGroup': 'Lutein', 'notes': '', 'name': 'Lutein', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Lycopene', 'notes': '', 'name': 'Lycopene', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Astaxanthin', 'notes': '', 'name': 'Astaxanthin', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Zeaxanthin', 'notes': '', 'name': 'Zeaxanthin', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Phycocyanin', 'notes': '', 'name': 'Phycocyanin', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'alpha-carotene', 'notes': '', 'name': 'Alpha Carotene', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Gamma-carotene', 'notes': '', 'name': 'Gamma-Carotene', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'modified Starch', 'notes': '', 'name': 'modified Food Starch', 'category': 'other'}, {'ingredientGroup': 'Carrageenan', 'notes': '', 'name': 'Carrageenan', 'category': 'complex carbohydrate'}, {'ingredientGroup': 'Glycerol', 'notes': '', 'name': 'Glycerin', 'category': 'other'}, {'ingredientGroup': 'Sorbitol', 'notes': '', 'name': 'Sorbitol', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Water', 'notes': '', 'name': 'purified Water', 'category': 'other'}, {'ingredientGroup': 'Olive Oil', 'notes': '', 'name': 'extra virgin Olive Oil', 'category': 'fat'}, {'ingredientGroup': 'Rice Wax', 'notes': '', 'name': 'Rice Bran Wax', 'category': 'non-nutrient/non-botanical'}]]","[[{'unit': 'Veggie Softgel(s)', 'quantity': 30, 'display': '30 Veggie Softgel(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[1]
['273316'],['CLA 1000 mg'],['California Gold Nutrition'],"['E0161', 'A1310']","['Softgel Capsule', 'Fat/Fatty Acid']","[[{'ingredientGroup': 'Header', 'notes': '', 'name': 'Calories', 'category': 'other'}, {'ingredientGroup': 'Header', 'notes': '', 'name': 'Calories from Fat', 'category': 'other'}, {'ingredientGroup': 'Fat (unspecified)', 'notes': '', 'name': 'Total Fat', 'category': 'fat'}, {'ingredientGroup': 'Conjugated Linoleic Acid', 'notes': '', 'name': 'Clarinol', 'category': 'fatty acid'}, {'ingredientGroup': 'modified Starch', 'notes': '', 'name': 'modified Food Starch', 'category': 'other'}, {'ingredientGroup': 'Sorbitol', 'notes': '', 'name': 'Sorbitol', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Glycerol', 'notes': '', 'name': 'Glycerin', 'category': 'other'}, {'ingredientGroup': 'Carrageenan', 'notes': '', 'name': 'Carrageenan', 'category': 'complex carbohydrate'}, {'ingredientGroup': 'Water', 'notes': '', 'name': 'Water, Purified', 'category': 'other'}]]","[[{'unit': 'Softgel(s)', 'quantity': 90, 'display': '90 Softgel(s)', 'order': 1}]]","[[{'langualCodeDescription': 'Nutrient ', 'langualCode': 'P0065'}, {'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[1]
['82253'],['Brain Magnesium with Magtein'],"[""Doctor's Best""]","['E0159', 'A1299']","['Capsule', 'Mineral']","[[{'ingredientGroup': 'Magnesium', 'notes': 'Magnesium (Form: from Magtein Magnesium L-Threonate)', 'name': 'Magnesium', 'category': 'mineral'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'other'}, {'ingredientGroup': 'Vitamin C', 'notes': '', 'name': 'Ascorbyl Palmitate', 'category': 'vitamin'}]]","[[{'unit': 'Veggie Cap(s)', 'quantity': 60, 'display': '60 Veggie Cap(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[1]
['273226'],"[""Children's EpiCor Dried Yeast Fermentate 125 mg""]",['California Gold Nutrition'],"['E0159', 'A1306']","['Capsule', 'Botanical']","[[{'ingredientGroup': 'Saccharomyces cerevisiae', 'notes': '', 'name': 'Dried yeast fermentate', 'category': 'other'}, {'ingredientGroup': 'Calcium', 'notes': '', 'name': 'Calcium Carbonate', 'category': 'mineral'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Vegetable Cellulose', 'category': 'fiber'}, {'ingredientGroup': 'Calcium', 'notes': '', 'name': 'Dicalcium Phosphate', 'category': 'mineral'}, {'ingredientGroup': 'Rice', 'notes': '', 'name': 'Rice extract', 'category': 'botanical'}, {'ingredientGroup': 'Rice', 'notes': '', 'name': 'Rice', 'category': 'botanical'}, {'ingredientGroup': 'Acacia', 'notes': '', 'name': 'Gum Arabic', 'category': 'botanical'}, {'ingredientGroup': 'Sunflower Oil', 'notes': '', 'name': 'Sunflower Oil', 'category': 'fat'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 30, 'display': '30 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[1]
['275177'],['Sambucus for Kids Great Berry Flavor!'],['California Gold Nutrition'],"['E0165', 'A1306']","['Liquid', 'Botanical']","[[{'ingredientGroup': 'Header', 'notes': '', 'name': 'Calories', 'category': 'other'}, {'ingredientGroup': 'Carbohydrate (unspecified)', 'notes': '', 'name': 'Total Carbohydrates', 'category': 'sugar'}, {'ingredientGroup': 'Carbohydrate (unspecified)', 'notes': '', 'name': 'Total Sugars', 'category': 'sugar'}, {'ingredientGroup': 'Sugar (unspecified)', 'notes': 'Includes 5g Added Sugars', 'name': 'added Sugars', 'category': 'sugar'}, {'ingredientGroup': 'European Elder', 'notes': 'herbal equivalent 4,000 mg', 'name': 'Black Elderberry juice concentrate', 'category': 'botanical'}, {'ingredientGroup': 'Proprietary Blend (Herb/Botanical)', 'notes': '', 'name': 'Proprietary Herbal Blend', 'category': 'blend'}, {'ingredientGroup': 'Echinacea purpurea', 'notes': '', 'name': 'Echinacea purpurea Aerial Parts Extract', 'category': 'botanical'}, {'ingredientGroup': 'Astragalus', 'notes': '', 'name': 'Astragalus mongholicus Root Extract', 'category': 'botanical'}, {'ingredientGroup': 'Echinacea angustifolia', 'notes': 'herbal equivalent 200mg', 'name': 'Echinacea angustifolia root extract', 'category': 'botanical'}, {'ingredientGroup': 'Red Raspberry', 'notes': '', 'name': 'Red Raspberry juice concentrate', 'category': 'botanical'}, {'ingredientGroup': 'Agave', 'notes': '', 'name': 'Agave Syrup', 'category': 'botanical'}, {'ingredientGroup': 'Glycerol', 'notes': '', 'name': 'Vegetable Glycerin', 'category': 'other'}, {'ingredientGroup': 'Water', 'notes': '', 'name': 'Water, Purified', 'category': 'other'}, {'ingredientGroup': 'Citric Acid', 'notes': '', 'name': 'Citric Acid', 'category': 'non-nutrient/non-botanical'}]]","[[{'unit': 'Fluid Ounce(s)', 'quantity': 4, 'display': '4 Fluid Ounce(s)', 'order': 1}, {'unit': 'mL', 'quantity': 120, 'display': '120 mL', 'order': 2}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[1]
['81711'],['High Absorption Magnesium'],"[""Doctor's Best""]","['E0155', 'A1299']","['Tablet or Pill', 'Mineral']","[[{'ingredientGroup': 'Magnesium', 'notes': 'Magnesium Note: elemental', 'name': 'Magnesium', 'category': 'mineral'}, {'ingredientGroup': 'Magnesium', 'notes': '', 'name': 'Magnesium Glycinate/Lysinate Chelate', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Magnesium', 'notes': '', 'name': 'Magnesium Glycinate Chelate', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Magnesium', 'notes': '', 'name': 'Magnesium Lysinate Chelate', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Microcrystalline Cellulose', 'category': 'other'}, {'ingredientGroup': 'Croscarmellose Sodium', 'notes': '', 'name': 'Croscarmellose Sodium', 'category': 'other'}, {'ingredientGroup': 'Magnesium stearate', 'notes': '', 'name': 'Magnesium Stearate', 'category': 'other'}, {'ingredientGroup': 'Stearic Acid', 'notes': '', 'name': 'Stearic Acid', 'category': 'fatty acid'}, {'ingredientGroup': 'Hypromellose', 'notes': '', 'name': 'Hypromellose', 'category': 'other'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}, {'ingredientGroup': 'Starch', 'notes': '', 'name': 'Starch', 'category': 'complex carbohydrate'}, {'ingredientGroup': 'Glycerol', 'notes': '', 'name': 'Glycerin', 'category': 'other'}, {'ingredientGroup': 'Hypromellose', 'notes': '', 'name': 'Hydroxypropyl Cellulose', 'category': 'other'}]]","[[{'unit': 'Tablet(s)', 'quantity': 240, 'display': '240 Tablet(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[1]
['318832'],['Astaxanthin 12 mg'],['California Gold Nutrition'],"['E0161', 'A1309']","['Softgel Capsule', 'Non-Nutrient/Non-Botanical']","[[{'ingredientGroup': 'Astaxanthin', 'notes': '', 'name': 'Astaxanthin', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Safflower Oil', 'notes': '', 'name': 'Safflower Oil', 'category': 'fat'}, {'ingredientGroup': 'Water', 'notes': '', 'name': 'Water, Purified', 'category': 'other'}, {'ingredientGroup': 'Carrageenan', 'notes': '', 'name': 'Carrageenan', 'category': 'complex carbohydrate'}, {'ingredientGroup': 'Starch', 'notes': '', 'name': 'Starch, Modified', 'category': 'complex carbohydrate'}, {'ingredientGroup': 'Glycerol', 'notes': '', 'name': 'Glycerin', 'category': 'other'}, {'ingredientGroup': 'Sorbitol', 'notes': '', 'name': 'Sorbitol', 'category': 'non-nutrient/non-botanical'}]]","[[{'unit': 'Veggie Softgel(s)', 'quantity': 120, 'display': '120 Veggie Softgel(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[0]
['272865'],['Andrographis Immune 100 mg with AP-Bio'],['California Gold Nutrition'],"['E0155', 'A1317']","['Tablet or Pill', 'Botanical with Nutrients']","[[{'ingredientGroup': 'Vitamin C', 'notes': '', 'name': 'Vitamin C', 'category': 'vitamin'}, {'ingredientGroup': 'Zinc', 'notes': '', 'name': 'Zinc', 'category': 'mineral'}, {'ingredientGroup': 'Andrographis', 'notes': 'Standardized to 30% Andrographolides', 'name': 'Andrographis Leaf Extract', 'category': 'botanical'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Microcrystalline Cellulose', 'category': 'other'}, {'ingredientGroup': 'Croscarmellose Sodium', 'notes': '', 'name': 'Croscarmellose Sodium', 'category': 'other'}, {'ingredientGroup': 'Stearic Acid', 'notes': '', 'name': 'Stearic Acid', 'category': 'fatty acid'}, {'ingredientGroup': 'Magnesium', 'notes': '', 'name': 'Magnesium Stearate', 'category': 'mineral'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silica', 'category': 'mineral'}, {'ingredientGroup': 'Hypromellose', 'notes': '', 'name': 'Hypromellose', 'category': 'other'}]]","[[{'unit': 'Tablet(s)', 'quantity': 30, 'display': '30 Tablet(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[0]
['273730'],['Benfotiamine 300 mg'],['California Gold Nutrition'],"['E0159', 'A1325']","['Capsule', 'Other Combinations']","[[{'ingredientGroup': 'Benfotiamine', 'notes': '', 'name': 'Benfotiamine', 'category': 'vitamin'}, {'ingredientGroup': 'Leucine', 'notes': '', 'name': 'L-Leucine', 'category': 'amino acid'}, {'ingredientGroup': 'Rice Bran', 'notes': '', 'name': 'Rice Bran Extract', 'category': 'fiber'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'fiber'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 30, 'display': '30 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[0]
['273731'],['Benfotiamine 300 mg'],['California Gold Nutrition'],"['E0159', 'A1325']","['Capsule', 'Other Combinations']","[[{'ingredientGroup': 'Benfotiamine', 'notes': '', 'name': 'Benfotiamine', 'category': 'vitamin'}, {'ingredientGroup': 'Leucine', 'notes': '', 'name': 'L-Leucine', 'category': 'amino acid'}, {'ingredientGroup': 'Rice Bran', 'notes': '', 'name': 'Rice Bran Extract', 'category': 'fiber'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'fiber'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 90, 'display': '90 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[0]
['274241'],['L-Glutathione (Reduced) 500 mg'],['California Gold Nutrition'],"['E0159', 'A1309']","['Capsule', 'Non-Nutrient/Non-Botanical']","[[{'ingredientGroup': 'Gluthathione', 'notes': 'reduced', 'name': 'L-Glutathione', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Microcrystalline Cellulose', 'category': 'other'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'fiber'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}, {'ingredientGroup': 'Magnesium', 'notes': '', 'name': 'Magnesium Stearate', 'category': 'mineral'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 30, 'display': '30 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[0]
['274528'],['NMN 175 mg'],['California Gold Nutrition'],"['E0159', 'A1309']","['Capsule', 'Non-Nutrient/Non-Botanical']","[[{'ingredientGroup': 'Nicotinamide Mononucleotide', 'notes': '', 'name': 'Beta-Nicotinamide Mononucleotide', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Glucose', 'notes': '', 'name': 'organic Tapioca Dextrose', 'category': 'sugar'}, {'ingredientGroup': 'Cellulose', 'notes': '', 'name': 'Modified Cellulose', 'category': 'fiber'}, {'ingredientGroup': 'Silicon', 'notes': '', 'name': 'Silicon Dioxide', 'category': 'mineral'}, {'ingredientGroup': 'Magnesium', 'notes': '', 'name': 'Magnesium Stearate', 'category': 'mineral'}]]","[[{'unit': 'Veggie Capsule(s)', 'quantity': 60, 'display': '60 Veggie Capsule(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[1]
['274731'],['Organic Spirulina 500 mg'],['California Gold Nutrition'],"['E0155', 'A1309']","['Tablet or Pill', 'Non-Nutrient/Non-Botanical']","[[{'ingredientGroup': 'Header', 'notes': '', 'name': 'Calories', 'category': 'other'}, {'ingredientGroup': 'Protein', 'notes': '', 'name': 'Protein', 'category': 'protein'}, {'ingredientGroup': 'Iron', 'notes': '', 'name': 'Iron', 'category': 'mineral'}, {'ingredientGroup': 'Sodium', 'notes': '', 'name': 'Sodium', 'category': 'mineral'}, {'ingredientGroup': 'Blue-Green Algae', 'notes': '', 'name': 'organic Spirulina', 'category': 'bacteria'}, {'ingredientGroup': 'Phycocyanin', 'notes': '', 'name': 'Phycocyanin', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'Chlorophyll', 'notes': '', 'name': 'Chlorophyll', 'category': 'non-nutrient/non-botanical'}, {'ingredientGroup': 'carotenoids', 'notes': '', 'name': 'Total Carotenoids', 'category': 'other'}, {'ingredientGroup': 'None', 'notes': '', 'name': 'None', 'category': 'other'}]]","[[{'unit': 'Tablet(s)', 'quantity': 240, 'display': '240 Tablet(s)', 'order': 1}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}]]",[1]
['275175'],"['Sambucus European Black Elderberry Syrup 2,500 mg']",['California Gold Nutrition'],"['E0165', 'A1306']","['Liquid', 'Botanical']","[[{'ingredientGroup': 'Header', 'notes': '', 'name': 'Calories', 'category': 'other'}, {'ingredientGroup': 'Carbohydrate', 'notes': '', 'name': 'Total Carbohydrates', 'category': 'sugar'}, {'ingredientGroup': 'Sugar', 'notes': '', 'name': 'Total Sugars', 'category': 'sugar'}, {'ingredientGroup': 'Sugar', 'notes': '', 'name': 'Added Sugars', 'category': 'sugar'}, {'ingredientGroup': 'European Elder', 'notes': '2,500mg', 'name': 'Black Elderberry juice concentrate', 'category': 'botanical'}, {'ingredientGroup': 'European Elder', 'notes': '', 'name': 'Black Elderberry', 'category': 'botanical'}, {'ingredientGroup': 'Glycerol', 'notes': '', 'name': 'Vegetable Glycerin', 'category': 'other'}, {'ingredientGroup': 'Water', 'notes': '', 'name': 'Water, Purified', 'category': 'other'}, {'ingredientGroup': 'Citric Acid', 'notes': '', 'name': 'Citric Acid', 'category': 'non-nutrient/non-botanical'}]]","[[{'unit': 'Fluid Ounce(s)', 'quantity': 8, 'display': '8 Fluid Ounce(s)', 'order': 1}, {'unit': 'mL', 'quantity': 240, 'display': '240 mL', 'order': 2}]]","[[{'langualCodeDescription': 'All Other', 'langualCode': 'P0115'}, {'langualCodeDescription': 'Structure/Function', 'langualCode': 'P0265'}]]",[1]
