asin,brand,name,description,features,stars,rating_count,review_title,review_rating,review_location_and_date,verified,review_body,images
B0BRQT7576,"Pure California Poppy Tea - Natural California Poppy for Relaxation, Premium California Poppy Extract 100% Natural Herbal Tea Stress Relief & Calming Nervous System - 2 Gram Teabags - 32 Vegan Teabags","Pure California Poppy Tea - Natural California Poppy for Relaxation, Premium California Poppy Extract 100% Natural Herbal Tea Stress Relief & Calming Nervous System - 2 Gram Teabags - 32 Vegan Teabags",,"Premium California Poppy Herb: Our California Poppy tea is crafted from high-quality California Poppy herb, carefully sourced and processed to maintain its natural purity. Each teabag is filled with pure poppy extract, ensuring a genuine, herbal tea experience without any fillers or additives for your enjoyment. | Versatile Use: Whether you need to unwind after a long day or simply enjoy a soothing tea break, our California Poppy tea is the perfect companion. Its gentle formula is suitable for regular enjoyment, offering a calming and natural way to find tranquility. Perfect for any lifestyle, our tea provides a relaxing experience in every cup. | Natural and Vegan: Made from 100% natural California Poppy, our tea contains no artificial ingredients or preservatives. Each teabag is vegan-friendly, providing a wholesome, plant-based beverage that fits perfectly into a healthy, natural lifestyle. Enjoy the pure essence of California Poppy with confidence and ease. | Convenient and Easy to Use: Our pre-portioned California Poppy teabags are designed for convenience, making it easy to brew a quick and satisfying cup of tea. Whether at home, at work, or on the go, our teabags offer a simple way to incorporate the calming benefits of poppy extract into your daily routine, providing a relaxing break whenever you need it. | Rich Tradition and Quality: California Poppy has a rich history of use, celebrated for its natural properties. Our tea honors this tradition by offering a premium product that combines modern convenience with time-honored practices. Trust in the quality and purity of our poppy herb tea, perfect for any time of day and for anyone seeking a natural, relaxing tea experience.",3.8 out of 5 stars,49 global ratings,It works!,5.0,"Reviewed in the United States on July 15, 2023",True,It works!!,https://m.media-amazon.com/images/I/416tZ5A6REL._AC_.jpg | https://m.media-amazon.com/images/I/41HLSTBA4lL._AC_.jpg | https://m.media-amazon.com/images/I/51wqqAFE32L._AC_.jpg | https://m.media-amazon.com/images/I/513rUD7CFeL._AC_.jpg | https://m.media-amazon.com/images/I/51IL0FgG3UL._AC_.jpg | https://m.media-amazon.com/images/I/51G8SfIRuDL._AC_.jpg | https://m.media-amazon.com/images/I/51D8VhWR5qL._AC_.jpg | https://m.media-amazon.com/images/I/51CvL1vleKL._AC_.jpg
B0BRQT7576,"Pure California Poppy Tea - Natural California Poppy for Relaxation, Premium California Poppy Extract 100% Natural Herbal Tea Stress Relief & Calming Nervous System - 2 Gram Teabags - 32 Vegan Teabags","Pure California Poppy Tea - Natural California Poppy for Relaxation, Premium California Poppy Extract 100% Natural Herbal Tea Stress Relief & Calming Nervous System - 2 Gram Teabags - 32 Vegan Teabags",,"Premium California Poppy Herb: Our California Poppy tea is crafted from high-quality California Poppy herb, carefully sourced and processed to maintain its natural purity. Each teabag is filled with pure poppy extract, ensuring a genuine, herbal tea experience without any fillers or additives for your enjoyment. | Versatile Use: Whether you need to unwind after a long day or simply enjoy a soothing tea break, our California Poppy tea is the perfect companion. Its gentle formula is suitable for regular enjoyment, offering a calming and natural way to find tranquility. Perfect for any lifestyle, our tea provides a relaxing experience in every cup. | Natural and Vegan: Made from 100% natural California Poppy, our tea contains no artificial ingredients or preservatives. Each teabag is vegan-friendly, providing a wholesome, plant-based beverage that fits perfectly into a healthy, natural lifestyle. Enjoy the pure essence of California Poppy with confidence and ease. | Convenient and Easy to Use: Our pre-portioned California Poppy teabags are designed for convenience, making it easy to brew a quick and satisfying cup of tea. Whether at home, at work, or on the go, our teabags offer a simple way to incorporate the calming benefits of poppy extract into your daily routine, providing a relaxing break whenever you need it. | Rich Tradition and Quality: California Poppy has a rich history of use, celebrated for its natural properties. Our tea honors this tradition by offering a premium product that combines modern convenience with time-honored practices. Trust in the quality and purity of our poppy herb tea, perfect for any time of day and for anyone seeking a natural, relaxing tea experience.",3.8 out of 5 stars,49 global ratings,Good Product,4.0,"Reviewed in the United States on June 20, 2023",True,"Hay-like smell and taste.Provides a calming sensation.-1 only because it is the entire plant cut up into packets.  And it is uncertain which part or what mix of what parts of the plant.  Since the seeds are the main ingredient, a tea is relatively weak until boiled for a while and made with at least two bags.",https://m.media-amazon.com/images/I/416tZ5A6REL._AC_.jpg | https://m.media-amazon.com/images/I/41HLSTBA4lL._AC_.jpg | https://m.media-amazon.com/images/I/51wqqAFE32L._AC_.jpg | https://m.media-amazon.com/images/I/513rUD7CFeL._AC_.jpg | https://m.media-amazon.com/images/I/51IL0FgG3UL._AC_.jpg | https://m.media-amazon.com/images/I/51G8SfIRuDL._AC_.jpg | https://m.media-amazon.com/images/I/51D8VhWR5qL._AC_.jpg | https://m.media-amazon.com/images/I/51CvL1vleKL._AC_.jpg
B0BRQT7576,"Pure California Poppy Tea - Natural California Poppy for Relaxation, Premium California Poppy Extract 100% Natural Herbal Tea Stress Relief & Calming Nervous System - 2 Gram Teabags - 32 Vegan Teabags","Pure California Poppy Tea - Natural California Poppy for Relaxation, Premium California Poppy Extract 100% Natural Herbal Tea Stress Relief & Calming Nervous System - 2 Gram Teabags - 32 Vegan Teabags",,"Premium California Poppy Herb: Our California Poppy tea is crafted from high-quality California Poppy herb, carefully sourced and processed to maintain its natural purity. Each teabag is filled with pure poppy extract, ensuring a genuine, herbal tea experience without any fillers or additives for your enjoyment. | Versatile Use: Whether you need to unwind after a long day or simply enjoy a soothing tea break, our California Poppy tea is the perfect companion. Its gentle formula is suitable for regular enjoyment, offering a calming and natural way to find tranquility. Perfect for any lifestyle, our tea provides a relaxing experience in every cup. | Natural and Vegan: Made from 100% natural California Poppy, our tea contains no artificial ingredients or preservatives. Each teabag is vegan-friendly, providing a wholesome, plant-based beverage that fits perfectly into a healthy, natural lifestyle. Enjoy the pure essence of California Poppy with confidence and ease. | Convenient and Easy to Use: Our pre-portioned California Poppy teabags are designed for convenience, making it easy to brew a quick and satisfying cup of tea. Whether at home, at work, or on the go, our teabags offer a simple way to incorporate the calming benefits of poppy extract into your daily routine, providing a relaxing break whenever you need it. | Rich Tradition and Quality: California Poppy has a rich history of use, celebrated for its natural properties. Our tea honors this tradition by offering a premium product that combines modern convenience with time-honored practices. Trust in the quality and purity of our poppy herb tea, perfect for any time of day and for anyone seeking a natural, relaxing tea experience.",3.8 out of 5 stars,49 global ratings,Not too bad,4.0,"Reviewed in the United States on July 15, 2023",True,"Tastes good, but doesn't relax well",https://m.media-amazon.com/images/I/416tZ5A6REL._AC_.jpg | https://m.media-amazon.com/images/I/41HLSTBA4lL._AC_.jpg | https://m.media-amazon.com/images/I/51wqqAFE32L._AC_.jpg | https://m.media-amazon.com/images/I/513rUD7CFeL._AC_.jpg | https://m.media-amazon.com/images/I/51IL0FgG3UL._AC_.jpg | https://m.media-amazon.com/images/I/51G8SfIRuDL._AC_.jpg | https://m.media-amazon.com/images/I/51D8VhWR5qL._AC_.jpg | https://m.media-amazon.com/images/I/51CvL1vleKL._AC_.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,Works,5.0,"Reviewed in the United States on November 19, 2023",True,"The product works great. I mix other flavored tea with it just as my own preference, but this tea itself doesn't have a overpowering flavor so it would probably be fine by itself.",https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,California poppy dried,5.0,"Reviewed in the United States on September 24, 2024",True,This California poppy is a fantastic value for the money. I use it in my sleep tea along with other ingredients as well as for my menopausal support T. The smell of the dried herb is very fresh. There are no other things ground up in it. It is a great value for the money.,https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,Tastes good,5.0,"Reviewed in the United States on September 11, 2022",True,"I wanted to start to experiment with more natural methods of pain control. I am just starting to use this tea. I don’t know how well it works yet, but it has a pleasant taste and seems of high quality. I think the people who own this farm present a quality product, curated with a lot of love. The packaging was charming and a coupon for further purchases was included. I think that this tea, along with some empty tea bags, would make a fine and thoughtful gift.",https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,Such a Soothing Tea,5.0,"Reviewed in the United States on February 11, 2023",True,"I love plant allies and how they can help us move through things. California poppy can soothe your nervous system. In the wake of a challenging situation, my emotions today were very weighty. I feel sad most of the day, and used the poppy tea for the first time this evening. I feel calm, gentle and at peace. Even a little fuzzy, which is not a great description for some people but it explains how I feel. The taste is somewhat grassy, and almost has a warm mouth feel (not like licorice root, way more subtle). I enjoyed it, and I’m enjoying the relaxing feeling of it now.",https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,"This has a good, strong tea taste!",4.0,"Reviewed in the United States on February 5, 2024",True,"Poppy tea for an evening tea has a nice flavor, but I especially liked the sample of Blueberry Lemon Cream Earl Grey they included with my order!",https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,Not a loose leaf tea: see the difference on the photos leaf vs no leaf,1.0,"Reviewed in the United States on December 1, 2023",True,"This is not a ""loose leaf tea"" as advertised but pieces of stems without a single leaf or flower.  I enclosed a photo of my old loose leaf ( almost finished) tea beside what I received from Nelson.  You can see for yourself.  Despite the evidence, the seller denied the deceitful advertisement and denied my returning his loose stems ( for obvious reason).  When a seller denies a return, the seller does not refund.  Amazon did reimburse me with their A to Z policy.  Be aware of this and try finding a real loose leaf tea of California Poppy.  It's a wonderful tea when the leaves are there.",https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,SUPER PRODUCT!,5.0,"Reviewed in the United States on December 16, 2023",True,"I am a disabled veteran, and over the last year. I've gone to using herbal medicine. The doctors helped me wean off 23 pills a day. I ALWAYS need California Poppy on hand, and can not get it locally. Nelson's Tea is a Godsend! They are a small, AMERICAN business, with a super high quality product. That will get my business every time. Thanks, Nelson Family!!",https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,"Small product, HUGE free sample… why?",4.0,"Reviewed in the United States on February 19, 2024",True,"The California poppy tea is great. It’s quite a small bag, which would feel more acceptable if the seller didn’t send it along with a HUGE sample of some other tea I never asked for. Thanks for the sample, but I have a ton of black tea already. It feels like compensating for how tiny the package I actually ordered is? Just send me a little bit more of the thing I actually wanted to get from you, instead of a massive sample of something else. That’s my hot take.",https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,Love the California Poppy tea!!!,5.0,"Reviewed in the United States on March 17, 2023",True,"Thank you so much!!!!! I had a high stress day and came home (not my home because I'm homeless because of a flood and deadly car wreck) to my PKG and it also contained a free gift of tea . I haven't tried the free gifted tea but I tried the Poppy tea and it's smooth and beautifully relaxing and settled me down and now I'm yawning! I am in love!!!! Thank you, my anxiety is relaxed and I can breathe!!!!You are the best! I will always order from you again!!!Many thanksMuch loveGoodnight 💯❤️💋",https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B09RWBLB5T,Amazon's Choice: Overall Pick,Nelson's Tea - California Poppy - Cut & Sifted - Loose Leaf - Herbal Tea - 2oz,,,4.3 out of 5 stars,82 global ratings,***WILL BUY AGAIN***,5.0,"Reviewed in the United States on January 4, 2024",True,This is one of the plants/herbs I use in my sleep remedy.  Product came quickly and was as described.Will buy again!,https://m.media-amazon.com/images/I/41UAYbH9sLL.jpg | https://m.media-amazon.com/images/I/51dRbakMndL.jpg | https://m.media-amazon.com/images/I/51ohkEnFwzL.jpg | https://m.media-amazon.com/images/I/41YZyasTO2L.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg | https://m.media-amazon.com/images/I/51vRXLP7hbL.jpg | https://m.media-amazon.com/images/I/41Gw3CJFADL.jpg
B0014AY6PA,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,"Get calming support for the nervous system with California Poppy liquid extract from Herb Pharm. We prepare our California Poppy Extract from fresh (undried) whole Eschscholzia californica plants (root, leaf & flower) which are Certified Organically Grown on our own farm. The plants are hand-harvested while in full flower and promptly extracted while still fresh and succulent. Caution: Seek expert medical advice before taking during pregnancy.","Expertly extracted to provide calming support to the nervous system | Prepared from certified organic, fresh whole Eschschoizia californica plants grown on our own southern Oregon farms | Gluten-free and non-GMO | Gentle enough to use with children | Herb potency assured through High Performance Thin Layer Chromatography (HPTLC) analysis",4 out of 5 stars,449 global ratings,Great product,5.0,"Reviewed in the United States on May 11, 2024",True,Works as described. It doesn’t taste bad but you can put it in water if needed. I like the consistency of their products. It does help me to sleep but don’t take it till you are ready! Great company.,https://m.media-amazon.com/images/I/41+Foxie2+L._AC_.jpg | https://m.media-amazon.com/images/I/61XpLXIi24L._AC_.jpg | https://m.media-amazon.com/images/I/51KD-oBo6jS._AC_.jpg | https://m.media-amazon.com/images/I/41NPeBahFnS._AC_.jpg | https://m.media-amazon.com/images/I/61jU6e3a-8S._AC_.jpg | https://m.media-amazon.com/images/I/41HLpfDdNeL._AC_.jpg | https://m.media-amazon.com/images/I/4153WRGqymS._AC_.jpg | https://m.media-amazon.com/images/I/51Sxq6JBEDS._AC_.jpg | https://m.media-amazon.com/images/I/31rkjoWyc6L._AC_.jpg
B0014AY6PA,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,"Get calming support for the nervous system with California Poppy liquid extract from Herb Pharm. We prepare our California Poppy Extract from fresh (undried) whole Eschscholzia californica plants (root, leaf & flower) which are Certified Organically Grown on our own farm. The plants are hand-harvested while in full flower and promptly extracted while still fresh and succulent. Caution: Seek expert medical advice before taking during pregnancy.","Expertly extracted to provide calming support to the nervous system | Prepared from certified organic, fresh whole Eschschoizia californica plants grown on our own southern Oregon farms | Gluten-free and non-GMO | Gentle enough to use with children | Herb potency assured through High Performance Thin Layer Chromatography (HPTLC) analysis",4 out of 5 stars,449 global ratings,Works great for sleep and mild anxiety,5.0,"Reviewed in the United States on January 14, 2015",True,"I researched California Poppy in regard to anxiety and trouble sleeping. I was prescribed a mild dose of Xanax to help because I have reoccurring stress dreams all night long that prevent me from getting good sleep. I wasn't comfortable with that so I started checking around and found this. I have been using it for only 1 week but I really notice a difference. I haven't taken the anti anxiety med or melatonin (another failed attempt) and I feel pretty good. I track my sleep with a Jawbone device and this has added at least 2 additional hours of solid sleep to my night. The dreams are lucid but not too crazy and it's a nice break from the usual 'I'm behind on this and it needs to be done now!' dreams. I don't wake up groggy and I can use it throughout the day for general anxiety and It doesn't  do anything but take the edge off. I don't even notice that part, I just realize at the end of the day the job seamed easier. I gave some to my husband to try and he had a crazy dream that left him rattled, so it's probably not for everyone but for me it works.",https://m.media-amazon.com/images/I/41+Foxie2+L._AC_.jpg | https://m.media-amazon.com/images/I/61XpLXIi24L._AC_.jpg | https://m.media-amazon.com/images/I/51KD-oBo6jS._AC_.jpg | https://m.media-amazon.com/images/I/41NPeBahFnS._AC_.jpg | https://m.media-amazon.com/images/I/61jU6e3a-8S._AC_.jpg | https://m.media-amazon.com/images/I/41HLpfDdNeL._AC_.jpg | https://m.media-amazon.com/images/I/4153WRGqymS._AC_.jpg | https://m.media-amazon.com/images/I/51Sxq6JBEDS._AC_.jpg | https://m.media-amazon.com/images/I/31rkjoWyc6L._AC_.jpg
B0014AY6PA,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,"Get calming support for the nervous system with California Poppy liquid extract from Herb Pharm. We prepare our California Poppy Extract from fresh (undried) whole Eschscholzia californica plants (root, leaf & flower) which are Certified Organically Grown on our own farm. The plants are hand-harvested while in full flower and promptly extracted while still fresh and succulent. Caution: Seek expert medical advice before taking during pregnancy.","Expertly extracted to provide calming support to the nervous system | Prepared from certified organic, fresh whole Eschschoizia californica plants grown on our own southern Oregon farms | Gluten-free and non-GMO | Gentle enough to use with children | Herb potency assured through High Performance Thin Layer Chromatography (HPTLC) analysis",4 out of 5 stars,449 global ratings,"Terrible taste, great sleep, pick and choose!",3.0,"Reviewed in the United States on December 5, 2023",True,I prefer tinctures made with alcohol as they absorb faster than oil based. But this recipe burns so bad my eyes instantly water and I end up swallowing too quickly to absorb sublingual. I will try to add to tea as it works for sleep. But I don't want to burn my mouth so if it doesn't work drinking then I will have to find something else.,https://m.media-amazon.com/images/I/41+Foxie2+L._AC_.jpg | https://m.media-amazon.com/images/I/61XpLXIi24L._AC_.jpg | https://m.media-amazon.com/images/I/51KD-oBo6jS._AC_.jpg | https://m.media-amazon.com/images/I/41NPeBahFnS._AC_.jpg | https://m.media-amazon.com/images/I/61jU6e3a-8S._AC_.jpg | https://m.media-amazon.com/images/I/41HLpfDdNeL._AC_.jpg | https://m.media-amazon.com/images/I/4153WRGqymS._AC_.jpg | https://m.media-amazon.com/images/I/51Sxq6JBEDS._AC_.jpg | https://m.media-amazon.com/images/I/31rkjoWyc6L._AC_.jpg
B0014AY6PA,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,"Get calming support for the nervous system with California Poppy liquid extract from Herb Pharm. We prepare our California Poppy Extract from fresh (undried) whole Eschscholzia californica plants (root, leaf & flower) which are Certified Organically Grown on our own farm. The plants are hand-harvested while in full flower and promptly extracted while still fresh and succulent. Caution: Seek expert medical advice before taking during pregnancy.","Expertly extracted to provide calming support to the nervous system | Prepared from certified organic, fresh whole Eschschoizia californica plants grown on our own southern Oregon farms | Gluten-free and non-GMO | Gentle enough to use with children | Herb potency assured through High Performance Thin Layer Chromatography (HPTLC) analysis",4 out of 5 stars,449 global ratings,Effective,4.0,"Reviewed in the United States on April 28, 2017",True,"I have used this as sleep enhancing remedy for several months and find it quite effective. I tried Californai Poppy capsules and they do not do the job. I take one dropper full  of this extract in a cup of chamomile tea about an hour before sleep. Straight chamomile does nothing. The poppy  seems to help me wake up on time and be more alert, not over sleep, so it may be helping the quality of  sleep. I dislike the high alcohol level and the taste is truly vile, that is the reason for four stars. Herb Pharm has proved to be a reliable company of quality extracts but they don't make California Poppy in a glycerin, non alcohol form. I still recommend this and suggest putting it in an herb tea to avoid the taste.",https://m.media-amazon.com/images/I/41+Foxie2+L._AC_.jpg | https://m.media-amazon.com/images/I/61XpLXIi24L._AC_.jpg | https://m.media-amazon.com/images/I/51KD-oBo6jS._AC_.jpg | https://m.media-amazon.com/images/I/41NPeBahFnS._AC_.jpg | https://m.media-amazon.com/images/I/61jU6e3a-8S._AC_.jpg | https://m.media-amazon.com/images/I/41HLpfDdNeL._AC_.jpg | https://m.media-amazon.com/images/I/4153WRGqymS._AC_.jpg | https://m.media-amazon.com/images/I/51Sxq6JBEDS._AC_.jpg | https://m.media-amazon.com/images/I/31rkjoWyc6L._AC_.jpg
B0014AY6PA,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,Herb Pharm Certified Organic California Poppy Liquid Extract for Calming Nervous System Support - 1 Ounce,"Get calming support for the nervous system with California Poppy liquid extract from Herb Pharm. We prepare our California Poppy Extract from fresh (undried) whole Eschscholzia californica plants (root, leaf & flower) which are Certified Organically Grown on our own farm. The plants are hand-harvested while in full flower and promptly extracted while still fresh and succulent. Caution: Seek expert medical advice before taking during pregnancy.","Expertly extracted to provide calming support to the nervous system | Prepared from certified organic, fresh whole Eschschoizia californica plants grown on our own southern Oregon farms | Gluten-free and non-GMO | Gentle enough to use with children | Herb potency assured through High Performance Thin Layer Chromatography (HPTLC) analysis",4 out of 5 stars,449 global ratings,Helpful for sleep,5.0,"Reviewed in the United States on June 12, 2023",True,"I’ve been using various Herb Phrm products for years. Used to buy at Whole Foods but was more expensive. Now that I’m in menopause, hot flashes really interrupt my nights! I’ve found that using a dropper of this at bedtime helps me sleep a bit better. It’s not a cure all and I still don’t get a full night of rest. I’ll wake up in a few hours but then use a dropper of the Herb Pharm Valerian to help me back to sleep. Middle age women have to do what we can!",https://m.media-amazon.com/images/I/41+Foxie2+L._AC_.jpg | https://m.media-amazon.com/images/I/61XpLXIi24L._AC_.jpg | https://m.media-amazon.com/images/I/51KD-oBo6jS._AC_.jpg | https://m.media-amazon.com/images/I/41NPeBahFnS._AC_.jpg | https://m.media-amazon.com/images/I/61jU6e3a-8S._AC_.jpg | https://m.media-amazon.com/images/I/41HLpfDdNeL._AC_.jpg | https://m.media-amazon.com/images/I/4153WRGqymS._AC_.jpg | https://m.media-amazon.com/images/I/51Sxq6JBEDS._AC_.jpg | https://m.media-amazon.com/images/I/31rkjoWyc6L._AC_.jpg
